Latitude (decimal degrees):	54.3285
Longitude (decimal degrees):	-5.7178
Source:	Open-Meteo Historical Weather API (ERA5/ECMWF)
Location:	Down

time,temperature_2m
20250126:0800,4.0
20250126:0830,4.4
20250126:0900,4.8
20250126:0930,5.3
20250126:1000,5.8
20250126:1030,5.5
20250126:1100,5.3
20250126:1130,5.5
20250126:1200,5.8
20250126:1230,5.8
20250126:1300,5.7
20250126:1330,5.7
20250126:1400,5.6
20250126:1430,5.8
20250126:1500,6.1
20250126:1530,6.3
20250126:1600,6.6
20250126:1630,6.7
20250126:1700,6.7
20250126:1730,7.3
20250126:1800,7.9
20250126:1830,7.8
20250126:1900,7.6
20250126:1930,7.4
20250126:2000,7.3
20250126:2030,7.1
20250126:2100,6.9
20250126:2130,6.8
20250126:2200,6.8
20250126:2230,6.8
20250126:2300,6.8
20250126:2330,6.7
20250127:0000,6.6
20250127:0030,6.9
20250127:0100,7.2
20250127:0130,6.9
20250127:0200,6.6
20250127:0230,6.6
20250127:0300,6.6
20250127:0330,6.4
20250127:0400,6.3
20250127:0430,6.0
20250127:0500,5.7
20250127:0530,5.6
20250127:0600,5.5
20250127:0630,5.7
20250127:0700,5.9
20250127:0730,6.1
20250127:0800,6.3
20250127:0830,6.1
20250127:0900,5.9
20250127:0930,5.7
20250127:1000,5.4
20250127:1030,6.0
20250127:1100,6.5
20250127:1130,6.8
20250127:1200,7.2
20250127:1230,7.5
20250127:1300,7.8
20250127:1330,8.0
20250127:1400,8.2
20250127:1430,8.1
20250127:1500,8.1
20250127:1530,7.8
20250127:1600,7.4
20250127:1630,7.2
20250127:1700,6.9
20250127:1730,7.0
20250127:1800,7.1
20250127:1830,7.2
20250127:1900,7.2
20250127:1930,7.3
20250127:2000,7.4
20250127:2030,7.6
20250127:2100,7.7
20250127:2130,7.5
20250127:2200,7.3
20250127:2230,7.1
20250127:2300,6.9
20250127:2330,6.8
20250128:0000,6.6
20250128:0030,6.9
20250128:0100,7.3
20250128:0130,7.0
20250128:0200,6.8
20250128:0230,6.8
20250128:0300,6.8
20250128:0330,6.7
20250128:0400,6.5
20250128:0430,6.3
20250128:0500,6.2
20250128:0530,6.0
20250128:0600,5.8
20250128:0630,5.8
20250128:0700,5.8
20250128:0730,5.8
20250128:0800,5.8
20250128:0830,5.8
20250128:0900,5.8
20250128:0930,5.8
20250128:1000,5.9
20250128:1030,6.1
20250128:1100,6.3
20250128:1130,6.5
20250128:1200,6.7
20250128:1230,6.8
20250128:1300,6.9
20250128:1330,7.0
20250128:1400,7.1
20250128:1430,7.0
20250128:1500,6.9
20250128:1530,6.8
20250128:1600,6.8
20250128:1630,6.3
20250128:1700,5.8
20250128:1730,5.7
20250128:1800,5.5
20250128:1830,5.2
20250128:1900,5.0
20250128:1930,5.0
20250128:2000,4.9
20250128:2030,4.9
20250128:2100,4.9
20250128:2130,4.8
20250128:2200,4.8
20250128:2230,4.6
20250128:2300,4.4
20250128:2330,4.3
20250129:0000,4.2
20250129:0030,4.2
20250129:0100,4.1
20250129:0130,3.8
20250129:0200,3.4
20250129:0230,3.1
20250129:0300,2.8
20250129:0330,2.6
20250129:0400,2.5
20250129:0430,2.4
20250129:0500,2.3
20250129:0530,2.1
20250129:0600,2.0
20250129:0630,2.1
20250129:0700,2.2
20250129:0730,2.2
20250129:0800,2.3
20250129:0830,2.6
20250129:0900,3.0
20250129:0930,3.5
20250129:1000,4.1
20250129:1030,4.7
20250129:1100,5.3
20250129:1130,5.8
20250129:1200,6.2
20250129:1230,6.5
20250129:1300,6.7
20250129:1330,6.9
20250129:1400,7.1
20250129:1430,7.1
20250129:1500,7.1
20250129:1530,6.7
20250129:1600,6.2
20250129:1630,5.7
20250129:1700,5.2
20250129:1730,4.8
20250129:1800,4.4
20250129:1830,4.3
20250129:1900,4.2
20250129:1930,4.1
20250129:2000,4.0
20250129:2030,3.7
20250129:2100,3.4
20250129:2130,3.0
20250129:2200,2.7
20250129:2230,2.6
20250129:2300,2.5
20250129:2330,2.4
20250130:0000,2.2
20250130:0030,2.2
20250130:0100,2.2
20250130:0130,2.1
20250130:0200,2.0
20250130:0230,1.8
20250130:0300,1.6
20250130:0330,1.3
20250130:0400,1.0
20250130:0430,0.9
20250130:0500,0.8
20250130:0530,0.8
20250130:0600,0.8
20250130:0630,0.8
20250130:0700,0.7
20250130:0730,0.8
20250130:0800,0.8
20250130:0830,1.0
20250130:0900,1.2
20250130:0930,2.0
20250130:1000,2.7
20250130:1030,3.4
20250130:1100,4.0
20250130:1130,4.6
20250130:1200,5.2
20250130:1230,5.7
20250130:1300,6.1
20250130:1330,6.2
20250130:1400,6.4
20250130:1430,6.4
20250130:1500,6.4
20250130:1530,6.1
20250130:1600,5.7
20250130:1630,4.7
20250130:1700,3.7
20250130:1730,3.8
20250130:1800,3.9
20250130:1830,4.3
20250130:1900,4.8
20250130:1930,5.0
20250130:2000,5.2
20250130:2030,5.0
20250130:2100,4.7
20250130:2130,4.5
20250130:2200,4.2
20250130:2230,4.7
20250130:2300,5.1
20250130:2330,5.2
20250131:0000,5.4
20250131:0030,5.8
20250131:0100,6.2
20250131:0130,6.2
20250131:0200,6.2
20250131:0230,6.2
20250131:0300,6.2
20250131:0330,6.0
20250131:0400,5.8
20250131:0430,5.6
20250131:0500,5.4
20250131:0530,5.3
20250131:0600,5.2
20250131:0630,5.0
20250131:0700,4.8
20250131:0730,4.5
20250131:0800,4.2
20250131:0830,4.2
20250131:0900,4.2
20250131:0930,4.7
20250131:1000,5.2
20250131:1030,5.7
20250131:1100,6.2
20250131:1130,6.7
20250131:1200,7.2
20250131:1230,7.7
20250131:1300,8.1
20250131:1330,8.2
20250131:1400,8.4
20250131:1430,8.3
20250131:1500,8.2
20250131:1530,7.7
20250131:1600,7.2
20250131:1630,5.7
20250131:1700,4.2
20250131:1730,3.6
20250131:1800,3.0
20250131:1830,2.5
20250131:1900,2.1
20250131:1930,2.2
20250131:2000,2.2
20250131:2030,2.5
20250131:2100,2.7
20250131:2130,2.5
20250131:2200,2.4
20250131:2230,2.5
20250131:2300,2.5
20250131:2330,2.6
20250201:0000,2.8
20250201:0030,3.8
20250201:0100,4.8
20250201:0130,5.2
20250201:0200,5.6
20250201:0230,5.5
20250201:0300,5.4
20250201:0330,5.5
20250201:0400,5.6
20250201:0430,5.8
20250201:0500,5.9
20250201:0530,5.9
20250201:0600,5.9
20250201:0630,6.0
20250201:0700,6.0
20250201:0730,6.0
20250201:0800,6.1
20250201:0830,6.3
20250201:0900,6.5
20250201:0930,6.9
20250201:1000,7.3
20250201:1030,7.7
20250201:1100,8.1
20250201:1130,8.2
20250201:1200,8.4
20250201:1230,8.4
20250201:1300,8.3
20250201:1330,8.3
20250201:1400,8.3
20250201:1430,8.3
20250201:1500,8.3
20250201:1530,8.4
20250201:1600,8.4
20250201:1630,8.4
20250201:1700,8.4
20250201:1730,8.4
20250201:1800,8.4
20250201:1830,8.5
20250201:1900,8.6
20250201:1930,8.6
20250201:2000,8.5
20250201:2030,8.4
20250201:2100,8.4
20250201:2130,8.4
20250201:2200,8.4
20250201:2230,8.4
20250201:2300,8.3
20250201:2330,8.2
20250202:0000,8.1
20250202:0030,8.0
20250202:0100,7.9
20250202:0130,8.0
20250202:0200,8.1
20250202:0230,8.1
20250202:0300,8.1
20250202:0330,8.2
20250202:0400,8.3
20250202:0430,8.2
20250202:0500,8.2
20250202:0530,8.1
20250202:0600,8.0
20250202:0630,7.8
20250202:0700,7.7
20250202:0730,7.7
20250202:0800,7.7
20250202:0830,7.7
20250202:0900,7.6
20250202:0930,7.6
20250202:1000,7.6
20250202:1030,7.7
20250202:1100,7.8
20250202:1130,8.0
20250202:1200,8.2
20250202:1230,8.6
20250202:1300,9.1
20250202:1330,9.2
20250202:1400,9.4
20250202:1430,9.2
20250202:1500,9.1
20250202:1530,8.9
20250202:1600,8.7
20250202:1630,7.9
20250202:1700,7.2
20250202:1730,6.2
20250202:1800,5.1
20250202:1830,4.9
20250202:1900,4.8
20250202:1930,4.9
20250202:2000,5.1
20250202:2030,4.8
20250202:2100,4.6
20250202:2130,4.8
20250202:2200,4.9
20250202:2230,5.2
20250202:2300,5.5
20250202:2330,5.5
20250203:0000,5.4
20250203:0030,5.5
20250203:0100,5.6
20250203:0130,5.5
20250203:0200,5.4
20250203:0230,5.4
20250203:0300,5.4
20250203:0330,5.6
20250203:0400,5.8
20250203:0430,5.9
20250203:0500,6.1
20250203:0530,6.2
20250203:0600,6.3
20250203:0630,6.5
20250203:0700,6.7
20250203:0730,7.0
20250203:0800,7.2
20250203:0830,7.7
20250203:0900,8.1
20250203:0930,8.4
20250203:1000,8.8
20250203:1030,9.0
20250203:1100,9.2
20250203:1130,9.3
20250203:1200,9.5
20250203:1230,9.8
20250203:1300,10.2
20250203:1330,10.3
20250203:1400,10.4
20250203:1430,10.4
20250203:1500,10.4
20250203:1530,10.2
20250203:1600,10.1
20250203:1630,10.1
20250203:1700,10.0
20250203:1730,9.9
20250203:1800,9.9
20250203:1830,9.9
20250203:1900,9.9
20250203:1930,9.9
20250203:2000,9.8
20250203:2030,9.8
20250203:2100,9.8
20250203:2130,9.9
20250203:2200,9.9
20250203:2230,9.9
20250203:2300,9.9
20250203:2330,9.8
20250204:0000,9.7
20250204:0030,9.8
20250204:0100,9.9
20250204:0130,9.9
20250204:0200,9.9
20250204:0230,9.9
20250204:0300,9.9
20250204:0330,9.9
20250204:0400,9.8
20250204:0430,9.6
20250204:0500,9.4
20250204:0530,9.4
20250204:0600,9.3
20250204:0630,9.2
20250204:0700,9.2
20250204:0730,9.1
20250204:0800,9.0
20250204:0830,8.8
20250204:0900,8.6
20250204:0930,8.8
20250204:1000,8.9
20250204:1030,8.9
20250204:1100,8.8
20250204:1130,8.9
20250204:1200,9.1
20250204:1230,9.2
20250204:1300,9.4
20250204:1330,8.9
20250204:1400,8.4
20250204:1430,8.2
20250204:1500,8.0
20250204:1530,7.7
20250204:1600,7.3
20250204:1630,6.8
20250204:1700,6.4
20250204:1730,6.1
20250204:1800,5.8
20250204:1830,5.7
20250204:1900,5.6
20250204:1930,5.2
20250204:2000,4.8
20250204:2030,4.7
20250204:2100,4.6
20250204:2130,4.5
20250204:2200,4.4
20250204:2230,4.3
20250204:2300,4.3
20250204:2330,4.2
20250205:0000,4.2
20250205:0030,4.2
20250205:0100,4.2
20250205:0130,4.2
20250205:0200,4.1
20250205:0230,3.9
20250205:0300,3.8
20250205:0330,3.8
20250205:0400,3.7
20250205:0430,3.5
20250205:0500,3.4
20250205:0530,3.2
20250205:0600,3.0
20250205:0630,2.9
20250205:0700,2.8
20250205:0730,2.9
20250205:0800,3.0
20250205:0830,3.2
20250205:0900,3.5
20250205:0930,4.0
20250205:1000,4.6
20250205:1030,5.2
20250205:1100,5.7
20250205:1130,6.3
20250205:1200,6.9
20250205:1230,7.2
20250205:1300,7.6
20250205:1330,7.8
20250205:1400,8.0
20250205:1430,8.0
20250205:1500,8.0
20250205:1530,7.7
20250205:1600,7.4
20250205:1630,6.5
20250205:1700,5.6
20250205:1730,4.7
20250205:1800,3.7
20250205:1830,3.4
20250205:1900,3.1
20250205:1930,3.0
20250205:2000,2.8
20250205:2030,2.6
20250205:2100,2.5
20250205:2130,2.4
20250205:2200,2.2
20250205:2230,2.1
20250205:2300,2.0
20250205:2330,1.9
20250206:0000,1.7
20250206:0030,1.6
20250206:0100,1.5
20250206:0130,1.4
20250206:0200,1.3
20250206:0230,1.2
20250206:0300,1.2
20250206:0330,1.2
20250206:0400,1.3
20250206:0430,1.4
20250206:0500,1.5
20250206:0530,1.5
20250206:0600,1.5
20250206:0630,1.5
20250206:0700,1.5
20250206:0730,1.6
20250206:0800,1.8
20250206:0830,2.6
20250206:0900,3.5
20250206:0930,4.8
20250206:1000,6.2
20250206:1030,6.8
20250206:1100,7.3
20250206:1130,7.4
20250206:1200,7.5
20250206:1230,7.5
20250206:1300,7.6
20250206:1330,7.4
20250206:1400,7.3
20250206:1430,7.0
20250206:1500,6.7
20250206:1530,6.2
20250206:1600,5.6
20250206:1630,5.0
20250206:1700,4.4
20250206:1730,4.2
20250206:1800,4.0
20250206:1830,4.0
20250206:1900,4.1
20250206:1930,4.2
20250206:2000,4.4
20250206:2030,4.5
20250206:2100,4.6
20250206:2130,4.5
20250206:2200,4.5
20250206:2230,4.5
20250206:2300,4.4
20250206:2330,4.4
20250207:0000,4.4
20250207:0030,4.2
20250207:0100,4.1
20250207:0130,3.8
20250207:0200,3.6
20250207:0230,3.5
20250207:0300,3.3
20250207:0330,3.1
20250207:0400,3.0
20250207:0430,2.8
20250207:0500,2.5
20250207:0530,2.5
20250207:0600,2.4
20250207:0630,2.3
20250207:0700,2.2
20250207:0730,2.1
20250207:0800,2.0
20250207:0830,2.4
20250207:0900,2.8
20250207:0930,3.4
20250207:1000,4.0
20250207:1030,4.5
20250207:1100,4.9
20250207:1130,5.2
20250207:1200,5.6
20250207:1230,5.7
20250207:1300,5.8
20250207:1330,5.8
20250207:1400,5.9
20250207:1430,6.0
20250207:1500,6.1
20250207:1530,6.0
20250207:1600,5.9
20250207:1630,5.6
20250207:1700,5.3
20250207:1730,4.8
20250207:1800,4.3
20250207:1830,4.2
20250207:1900,4.0
20250207:1930,3.8
20250207:2000,3.5
20250207:2030,3.5
20250207:2100,3.5
20250207:2130,3.4
20250207:2200,3.2
20250207:2230,3.1
20250207:2300,3.0
20250207:2330,3.1
20250208:0000,3.3
20250208:0030,3.5
20250208:0100,3.6
20250208:0130,3.6
20250208:0200,3.6
20250208:0230,3.3
20250208:0300,3.0
20250208:0330,3.1
20250208:0400,3.2
20250208:0430,3.2
20250208:0500,3.3
20250208:0530,3.5
20250208:0600,3.7
20250208:0630,3.4
20250208:0700,3.1
20250208:0730,2.8
20250208:0800,2.5
20250208:0830,2.9
20250208:0900,3.2
20250208:0930,3.7
20250208:1000,4.2
20250208:1030,4.3
20250208:1100,4.5
20250208:1130,4.5
20250208:1200,4.6
20250208:1230,4.8
20250208:1300,5.0
20250208:1330,5.1
20250208:1400,5.2
20250208:1430,5.0
20250208:1500,4.7
20250208:1530,4.7
20250208:1600,4.6
20250208:1630,4.3
20250208:1700,4.1
20250208:1730,4.0
20250208:1800,3.9
20250208:1830,3.9
20250208:1900,3.9
20250208:1930,3.8
20250208:2000,3.8
20250208:2030,4.0
20250208:2100,4.2
20250208:2130,4.2
20250208:2200,4.2
20250208:2230,4.2
20250208:2300,4.3
20250208:2330,4.2
20250209:0000,4.0
20250209:0030,3.9
20250209:0100,3.8
20250209:0130,3.6
20250209:0200,3.5
20250209:0230,3.4
20250209:0300,3.3
20250209:0330,3.3
20250209:0400,3.4
20250209:0430,3.8
20250209:0500,4.1
20250209:0530,4.3
20250209:0600,4.5
20250209:0630,4.7
20250209:0700,4.8
20250209:0730,5.0
20250209:0800,5.3
20250209:0830,5.3
20250209:0900,5.4
20250209:0930,5.6
20250209:1000,5.8
20250209:1030,5.8
20250209:1100,5.9
20250209:1130,6.1
20250209:1200,6.2
20250209:1230,6.5
20250209:1300,6.7
20250209:1330,7.0
20250209:1400,7.2
20250209:1430,7.2
20250209:1500,7.1
20250209:1530,6.9
20250209:1600,6.8
20250209:1630,6.5
20250209:1700,6.2
20250209:1730,6.0
20250209:1800,5.8
20250209:1830,5.9
20250209:1900,6.0
20250209:1930,6.0
20250209:2000,6.0
20250209:2030,5.8
20250209:2100,5.6
20250209:2130,5.4
20250209:2200,5.2
20250209:2230,5.1
20250209:2300,4.9
20250209:2330,5.0
20250210:0000,5.1
20250210:0030,5.2
20250210:0100,5.2
20250210:0130,5.3
20250210:0200,5.4
20250210:0230,5.3
20250210:0300,5.3
20250210:0330,5.2
20250210:0400,5.2
20250210:0430,5.1
20250210:0500,4.9
20250210:0530,4.8
20250210:0600,4.8
20250210:0630,4.8
20250210:0700,4.7
20250210:0730,4.6
20250210:0800,4.4
20250210:0830,4.3
20250210:0900,4.2
20250210:0930,4.6
20250210:1000,4.9
20250210:1030,4.8
20250210:1100,4.8
20250210:1130,4.9
20250210:1200,5.1
20250210:1230,5.4
20250210:1300,5.7
20250210:1330,5.5
20250210:1400,5.3
20250210:1430,5.2
20250210:1500,5.1
20250210:1530,4.7
20250210:1600,4.2
20250210:1630,4.0
20250210:1700,3.9
20250210:1730,4.0
20250210:1800,4.2
20250210:1830,4.2
20250210:1900,4.2
20250210:1930,4.1
20250210:2000,4.0
20250210:2030,4.0
20250210:2100,4.1
20250210:2130,4.2
20250210:2200,4.2
20250210:2230,4.2
20250210:2300,4.1
20250210:2330,4.2
20250211:0000,4.2
20250211:0030,4.0
20250211:0100,3.9
20250211:0130,4.0
20250211:0200,4.1
20250211:0230,4.2
20250211:0300,4.2
20250211:0330,4.2
20250211:0400,4.1
20250211:0430,4.0
20250211:0500,4.0
20250211:0530,4.0
20250211:0600,4.0
20250211:0630,4.0
20250211:0700,4.0
20250211:0730,4.2
20250211:0800,4.3
20250211:0830,4.3
20250211:0900,4.4
20250211:0930,4.7
20250211:1000,4.9
20250211:1030,5.2
20250211:1100,5.4
20250211:1130,5.5
20250211:1200,5.5
20250211:1230,5.5
20250211:1300,5.6
20250211:1330,5.7
20250211:1400,5.8
20250211:1430,5.7
20250211:1500,5.6
20250211:1530,5.5
20250211:1600,5.5
20250211:1630,5.3
20250211:1700,5.2
20250211:1730,5.3
20250211:1800,5.4
20250211:1830,5.5
20250211:1900,5.6
20250211:1930,5.6
20250211:2000,5.6
20250211:2030,5.6
20250211:2100,5.6
20250211:2130,5.5
20250211:2200,5.4
20250211:2230,5.3
20250211:2300,5.2
20250211:2330,5.2
20250212:0000,5.1
20250212:0030,5.0
20250212:0100,4.9
20250212:0130,4.8
20250212:0200,4.8
20250212:0230,4.8
20250212:0300,4.8
20250212:0330,4.8
20250212:0400,4.8
20250212:0430,4.9
20250212:0500,5.0
20250212:0530,4.9
20250212:0600,4.8
20250212:0630,4.8
20250212:0700,4.8
20250212:0730,4.8
20250212:0800,4.9
20250212:0830,5.0
20250212:0900,5.1
20250212:0930,5.2
20250212:1000,5.4
20250212:1030,5.6
20250212:1100,5.7
20250212:1130,5.8
20250212:1200,5.8
20250212:1230,5.8
20250212:1300,5.9
20250212:1330,5.8
20250212:1400,5.8
20250212:1430,5.8
20250212:1500,5.8
20250212:1530,5.6
20250212:1600,5.4
20250212:1630,5.2
20250212:1700,4.9
20250212:1730,5.1
20250212:1800,5.2
20250212:1830,5.1
20250212:1900,4.9
20250212:1930,5.1
20250212:2000,5.2
20250212:2030,5.2
20250212:2100,5.2
20250212:2130,5.5
20250212:2200,5.7
20250212:2230,5.7
20250212:2300,5.7
20250212:2330,5.6
20250213:0000,5.5
20250213:0030,5.5
20250213:0100,5.4
20250213:0130,5.3
20250213:0200,5.3
20250213:0230,5.2
20250213:0300,5.1
20250213:0330,4.9
20250213:0400,4.8
20250213:0430,4.8
20250213:0500,4.9
20250213:0530,4.8
20250213:0600,4.8
20250213:0630,4.7
20250213:0700,4.6
20250213:0730,4.5
20250213:0800,4.4
20250213:0830,4.3
20250213:0900,4.3
20250213:0930,4.3
20250213:1000,4.3
20250213:1030,4.4
20250213:1100,4.6
20250213:1130,4.6
20250213:1200,4.6
20250213:1230,4.4
20250213:1300,4.2
20250213:1330,4.2
20250213:1400,4.1
20250213:1430,3.9
20250213:1500,3.8
20250213:1530,3.8
20250213:1600,3.7
20250213:1630,3.8
20250213:1700,3.8
20250213:1730,3.9
20250213:1800,4.1
20250213:1830,4.2
20250213:1900,4.3
20250213:1930,4.3
20250213:2000,4.3
20250213:2030,4.3
20250213:2100,4.3
20250213:2130,4.2
20250213:2200,4.2
20250213:2230,4.2
20250213:2300,4.1
20250213:2330,4.0
20250214:0000,4.0
20250214:0030,4.0
20250214:0100,4.1
20250214:0130,4.0
20250214:0200,4.0
20250214:0230,4.0
20250214:0300,3.9
20250214:0330,3.8
20250214:0400,3.7
20250214:0430,3.8
20250214:0500,3.9
20250214:0530,4.0
20250214:0600,4.1
20250214:0630,4.1
20250214:0700,4.1
20250214:0730,4.1
20250214:0800,4.1
20250214:0830,4.2
20250214:0900,4.3
20250214:0930,4.5
20250214:1000,4.7
20250214:1030,4.8
20250214:1100,4.8
20250214:1130,4.8
20250214:1200,4.9
20250214:1230,4.6
20250214:1300,4.3
20250214:1330,4.4
20250214:1400,4.6
20250214:1430,4.3
20250214:1500,4.1
20250214:1530,4.2
20250214:1600,4.2
20250214:1630,4.4
20250214:1700,4.6
20250214:1730,4.7
20250214:1800,4.8
20250214:1830,4.8
20250214:1900,4.8
20250214:1930,4.9
20250214:2000,5.0
20250214:2030,5.1
20250214:2100,5.2
20250214:2130,5.2
20250214:2200,5.2
20250214:2230,5.3
20250214:2300,5.5
20250214:2330,5.7
20250215:0000,5.8
20250215:0030,5.8
20250215:0100,5.9
20250215:0130,6.0
20250215:0200,6.1
20250215:0230,6.0
20250215:0300,5.9
20250215:0330,6.0
20250215:0400,6.1
20250215:0430,6.1
20250215:0500,6.1
20250215:0530,6.0
20250215:0600,6.0
20250215:0630,5.8
20250215:0700,5.7
20250215:0730,5.3
20250215:0800,4.9
20250215:0830,5.3
20250215:0900,5.7
20250215:0930,6.0
20250215:1000,6.2
20250215:1030,6.2
20250215:1100,6.3
20250215:1130,6.4
20250215:1200,6.6
20250215:1230,6.6
20250215:1300,6.6
20250215:1330,6.5
20250215:1400,6.5
20250215:1430,6.3
20250215:1500,6.2
20250215:1530,6.0
20250215:1600,5.7
20250215:1630,5.5
20250215:1700,5.2
20250215:1730,5.0
20250215:1800,4.8
20250215:1830,4.8
20250215:1900,4.9
20250215:1930,4.8
20250215:2000,4.8
20250215:2030,4.8
20250215:2100,4.7
20250215:2130,4.8
20250215:2200,4.8
20250215:2230,4.8
20250215:2300,4.8
20250215:2330,4.9
20250216:0000,5.1
20250216:0030,5.0
20250216:0100,4.9
20250216:0130,4.8
20250216:0200,4.7
20250216:0230,4.7
20250216:0300,4.7
20250216:0330,4.8
20250216:0400,4.8
20250216:0430,4.9
20250216:0500,5.0
20250216:0530,5.0
20250216:0600,5.0
20250216:0630,5.0
20250216:0700,5.1
20250216:0730,5.2
20250216:0800,5.2
20250216:0830,5.3
20250216:0900,5.4
20250216:0930,5.5
20250216:1000,5.6
20250216:1030,5.7
20250216:1100,5.7
20250216:1130,5.8
20250216:1200,5.8
20250216:1230,5.8
20250216:1300,5.8
20250216:1330,6.2
20250216:1400,6.5
20250216:1430,6.5
20250216:1500,6.4
20250216:1530,6.2
20250216:1600,6.1
20250216:1630,6.0
20250216:1700,5.9
20250216:1730,5.8
20250216:1800,5.8
20250216:1830,5.7
20250216:1900,5.6
20250216:1930,5.6
20250216:2000,5.6
20250216:2030,5.5
20250216:2100,5.5
20250216:2130,5.5
20250216:2200,5.4
20250216:2230,5.4
20250216:2300,5.4
20250216:2330,5.3
20250217:0000,5.2
20250217:0030,5.1
20250217:0100,5.0
20250217:0130,5.1
20250217:0200,5.2
20250217:0230,5.2
20250217:0300,5.3
20250217:0330,5.2
20250217:0400,5.2
20250217:0430,5.2
20250217:0500,5.1
20250217:0530,5.0
20250217:0600,5.0
20250217:0630,5.0
20250217:0700,4.9
20250217:0730,4.9
20250217:0800,4.9
20250217:0830,5.0
20250217:0900,5.1
20250217:0930,5.2
20250217:1000,5.3
20250217:1030,5.3
20250217:1100,5.4
20250217:1130,5.4
20250217:1200,5.4
20250217:1230,5.5
20250217:1300,5.6
20250217:1330,5.6
20250217:1400,5.6
20250217:1430,5.5
20250217:1500,5.5
20250217:1530,5.4
20250217:1600,5.3
20250217:1630,5.2
20250217:1700,5.2
20250217:1730,5.3
20250217:1800,5.4
20250217:1830,5.6
20250217:1900,5.8
20250217:1930,5.8
20250217:2000,5.8
20250217:2030,5.8
20250217:2100,5.8
20250217:2130,5.8
20250217:2200,5.7
20250217:2230,5.6
20250217:2300,5.4
20250217:2330,5.3
20250218:0000,5.3
20250218:0030,5.3
20250218:0100,5.4
20250218:0130,5.4
20250218:0200,5.4
20250218:0230,5.5
20250218:0300,5.5
20250218:0330,5.5
20250218:0400,5.4
20250218:0430,5.4
20250218:0500,5.4
20250218:0530,5.4
20250218:0600,5.4
20250218:0630,5.4
20250218:0700,5.4
20250218:0730,5.5
20250218:0800,5.5
20250218:0830,5.5
20250218:0900,5.6
20250218:0930,5.7
20250218:1000,5.8
20250218:1030,5.8
20250218:1100,5.9
20250218:1130,6.1
20250218:1200,6.2
20250218:1230,6.2
20250218:1300,6.3
20250218:1330,6.3
20250218:1400,6.4
20250218:1430,6.3
20250218:1500,6.3
20250218:1530,6.2
20250218:1600,6.1
20250218:1630,6.1
20250218:1700,6.1
20250218:1730,5.9
20250218:1800,5.8
20250218:1830,5.9
20250218:1900,6.1
20250218:1930,6.2
20250218:2000,6.2
20250218:2030,6.2
20250218:2100,6.1
20250218:2130,6.0
20250218:2200,6.0
20250218:2230,5.9
20250218:2300,5.8
20250218:2330,5.8
20250219:0000,5.8
20250219:0030,5.7
20250219:0100,5.6
20250219:0130,5.7
20250219:0200,5.8
20250219:0230,5.8
20250219:0300,5.8
20250219:0330,5.8
20250219:0400,5.7
20250219:0430,5.8
20250219:0500,5.9
20250219:0530,6.1
20250219:0600,6.2
20250219:0630,6.5
20250219:0700,6.8
20250219:0730,6.5
20250219:0800,6.3
20250219:0830,6.4
20250219:0900,6.6
20250219:0930,7.2
20250219:1000,7.7
20250219:1030,8.0
20250219:1100,8.3
20250219:1130,8.9
20250219:1200,9.4
20250219:1230,9.4
20250219:1300,9.3
20250219:1330,9.2
20250219:1400,9.1
20250219:1430,9.1
20250219:1500,9.1
20250219:1530,8.9
20250219:1600,8.8
20250219:1630,8.6
20250219:1700,8.4
20250219:1730,8.4
20250219:1800,8.3
20250219:1830,8.4
20250219:1900,8.6
20250219:1930,8.8
20250219:2000,8.9
20250219:2030,8.9
20250219:2100,8.9
20250219:2130,9.0
20250219:2200,9.1
20250219:2230,9.2
20250219:2300,9.4
20250219:2330,9.7
20250220:0000,9.9
20250220:0030,9.9
20250220:0100,9.9
20250220:0130,10.2
20250220:0200,10.4
20250220:0230,10.4
20250220:0300,10.4
20250220:0330,10.4
20250220:0400,10.4
20250220:0430,10.5
20250220:0500,10.6
20250220:0530,10.4
20250220:0600,10.3
20250220:0630,10.6
20250220:0700,10.9
20250220:0730,11.0
20250220:0800,11.1
20250220:0830,11.2
20250220:0900,11.4
20250220:0930,11.6
20250220:1000,11.7
20250220:1030,11.9
20250220:1100,12.1
20250220:1130,12.1
20250220:1200,12.2
20250220:1230,12.3
20250220:1300,12.4
20250220:1330,11.8
20250220:1400,11.2
20250220:1430,11.4
20250220:1500,11.6
20250220:1530,11.5
20250220:1600,11.4
20250220:1630,11.2
20250220:1700,11.0
20250220:1730,10.8
20250220:1800,10.6
20250220:1830,10.3
20250220:1900,10.1
20250220:1930,10.1
20250220:2000,10.0
20250220:2030,9.9
20250220:2100,9.8
20250220:2130,9.9
20250220:2200,9.9
20250220:2230,9.8
20250220:2300,9.7
20250220:2330,9.8
20250221:0000,9.8
20250221:0030,9.7
20250221:0100,9.6
20250221:0130,9.8
20250221:0200,9.9
20250221:0230,9.9
20250221:0300,10.0
20250221:0330,10.1
20250221:0400,10.2
20250221:0430,10.3
20250221:0500,10.4
20250221:0530,10.4
20250221:0600,10.4
20250221:0630,10.4
20250221:0700,10.5
20250221:0730,10.6
20250221:0800,10.7
20250221:0830,10.6
20250221:0900,10.5
20250221:0930,10.4
20250221:1000,10.4
20250221:1030,10.5
20250221:1100,10.6
20250221:1130,10.8
20250221:1200,11.0
20250221:1230,11.1
20250221:1300,11.1
20250221:1330,11.1
20250221:1400,11.2
20250221:1430,10.8
20250221:1500,10.5
20250221:1530,10.6
20250221:1600,10.6
